id,name,chembl_id,mechanism
DB06650,Ofatumumab,CHEMBL1201836,"Ofatumumab binds specifically to both the small and large extracellular loops of the CD20 molecule. The CD20 molecule is expressed on normal B lymphocytes (pre-B- to mature B-lymphocyte) and on B-cell CLL. The CD20 molecule is not shed from the cell surface and is not internalized following antibody binding. The Fab domain of ofatumumab binds to the CD20 molecule and the Fc domain mediates immune effector functions to result in B-cell lysis in vitro. Data suggest that possible mechanisms of cell lysis include complement-dependent cytotoxicity and antibody-dependent, cell-mediated cytotoxicity. "
DB06654,Safinamide,CHEMBL396778,"Safinamide is a unique molecule with multiple mechanisms of action and a very high therapeutic index. It combines potent, selective, and reversible inhibition of MAO-B with blockade of voltage-dependent Na+ and Ca2+ channels and inhibition of glutamate release. Safinamide has neuroprotective and neurorescuing effects in MPTP-treated mice, in the rat kainic acid, and in the gerbil ischemia model."
DB06655,Liraglutide,CHEMBL1201866,Liraglutide is an acylated GLP-1 (Glucagon-Like Peptide-1) receptor agonist. Liraglutide upregulates intracellular cAMP resulting in the release of insulin given elevated blood glucose concentrations. Glucagon secretion is also decreased in a glucose-dependent fashion by liraglutide.  
DB06663,Pasireotide,CHEMBL3349607,"Pasireotide activates a broad spectrum of somatostatin receptors, exhbiting a much higher binding affinity for somatostatin receptors 1, 3, and 5 than octreotide in vitro, as well as a comparable binding affinity for somatostatin receptor 2. The binding and activation of the somatostatin receptors causes inhibition of ACTH secretion and results in reduced cortisol secretion in Cushing's disease patients. Also this agent is more potent than somatostatin in inhibiting the release of human growth hormone (HGH), glucagon, and insulin. "
DB06667,prGCD,,
DB06670,Odanacatib,CHEMBL481611,"Odanacatib inhibits cathepsin K, likely by binding to its active site [A19398]. Cathepsin K is a cysteine protease enzyme which is secreted by osteoclasts [A19396]. Cathepsin K is responsible for the breakdown of collagen in the bone matrix as part of bone resorption. The inhibition of this enzyme results in decreased bone resorption without affecting bone deposition resulting in increased bone mineral density. This increased bone mineral density strengthens the bone which leads to fewer fractures in osteoporosis."
DB06674,Golimumab,CHEMBL1201833,"As a human monoclonal antibody, golimumab binds and inhibits soluble and transmembrane human TNFα. Inhibition of TNFα prevents it binding to its receptors, which prevents both leukocyte infiltration through prevention of cell adhesion proteins such as E-selectin, ICAM-1 and VCAM-1, and pro-inflammatory cytokine secretion such as IL-6, IL-8, G-CSF and GM-CSF in vitro. Consequently, in patients with chronic inflammatory conditions, decreases in ICAM-1 and IL-6 as well as C-reactive protein (CRP), matrix metalloproteinase 3 (MMP-3), and vascular endothelial growth factor (VEGF) were observed."
DB06678,Esmirtazapine,CHEMBL1366933,
DB06681,Belatacept,CHEMBL1742990,"Belatacept is a fusion protein in which the Fc portion of human IgG1 is attached onto the extracellular portion of human CTLA-4 (CD152). Belatacept specifically binds to CD80 and CD86 receptors that are found on the antigen-presenting cell (B cells, macrophages, dendritic cells) to block selective T-cell lymphocyte costimulation. CD80 and CD86 would normally act as the ligands to the CD28 receptor T-cells in which this interaction triggers the activation of T lymphocytes. However in the presence of belatacept, because the extracellular CTLA-4 component binds to CD28 with higher affinity than CD80 or CD86, T lymphyocyte anergy, a state of antigen specific tolerance, occurs instead. The T cell is also no longer able to respond to their antigen. "
DB06684,Vilazodone,CHEMBL439849,"Since serotonin is believed to be one of the three main neurotransmitters that is low or imbalanced in patients with depression- pathways seeking to increase serotonin levels are targeted by pharmaceutical companies. As a selective serotonin reuptake inhibitor, vilazodone prevents serotonin from re-entering cell bodies. Hence, they will remain longer in the synapse. Vilazodone also has an inherent selectivity for serotonin-1A receptors, acting as a partial agonist which stimulates the production of serotonin. The end result is increased serotonin in the synaptic cleft, allowing serotonin to resume its action on nearby cells. The mechanism of the antidepressant effect of vilazodone is not fully understood, but is thought to be related to its enhancement of serotonergic activity in the CNS through selective inhibition of serotonin reuptake."
DB06685,Laquinimod,CHEMBL66092,
DB06688,Sipuleucel-T,CHEMBL1237024,"Sipuleucel-T is designed to induce an immune response targeted against PAP, an antigen expressed in most prostate cancers. During ex vivo culture with PAP-GM-CSF, APCs take up and process the recombinant target antigen into small peptides that are then displayed on the APC surface. The precise mechanism remains unknown, however. "
DB06689,Ethanolamine Oleate,CHEMBL1200394,"The oleic acid component of ethanolamine oleate is responsible for the inflammatory response, and may also activate coagulation in vivo by release of tissue factor and activation of Hageman factor. The ethanolamine component, however, may inhibit fibrin clot formation by chelating calcium, so that a procoagulant action of ethanolamine oleate has not been demonstrated."
DB06690,Nitrous oxide,CHEMBL1234579,"Findings to date indicate that nitrous oxide induces opioid peptide release in the brain stem leading to the activation of descending noradrenergic neurones, which results in modulation of the nociceptive process in the spinal cord. Several receptor–effector mechanisms including dopamine receptors, α2 adrenoceptors, benzodiazepine receptors and -methyl- -aspartate (NMDA) receptors have been implicated although the relationship of one with the other is not known."
DB06691,Mepyramine,CHEMBL511,"Mepyramine is a histamine H1 receptor inverse agonist. It binds to a G protein-coupled form of the receptor and promotes a G protein-coupled inactive state of the H1 receptor that interferes with the Gq/11-mediated signaling. Mepyramine competes with histamine for binding at H<sub>1</sub>-receptor sites on the effector cell surface, resulting in suppression of histaminic edema, flare, and pruritus. The sedative properties of Mepyramine occur at the subcortical level of the CNS."
DB06692,Aprotinin,CHEMBL1201619,"Aprotinin inhibits several serine proteases, specifically trypsin, chymotrypsin and plasmin at a concentration of about 125,000 IU/ml, and kallikrein at 300,000 IU/ml. Its action on kallikrein leads to the inhibition of the formation of factor XIIa. As a result, both the intrinsic pathway of coagulation and fibrinolysis are inhibited. Its action on plasmin independently slows fibrinolysis."
DB06693,Mevastatin,CHEMBL54440,"Mevastatin is structurally similar to the HMG, a substituent of the endogenous substrate of HMG-CoA reductase. Mevastatin is a prodrug that is activated <i>in vivo</i> via hydrolysis of the lactone ring. The hydrolyzed lactone ring mimics the tetrahedral intermediate produced by the reductase allowing the agent to bind with 10,000 times greater affinity than its natural substrate. The bicyclic portion of mevastatin binds to the coenzyme A portion of the active site. "
DB06694,Xylometazoline,CHEMBL312448,"Xylometazoline is a direct acting sympathomimetic drug, which acts on alpha-adrenergic receptors in the arterioles of the nasal mucosa. This activates the adrenal system to yield systemic vasoconstrction. In producing vasoconstriction, the result is a decrease in blood flow in the nasal passages and consequently decreased nasal congestion. "
DB06695,Dabigatran etexilate,CHEMBL539697,"Dabigatran etexilate is an inactive pro-drug that is converted to dabigatran, the active form, by esterase-catalyzed hydrolysis in the plasma and liver. Dabigatran, the main active principle in plasma, is a rapid-acting competitive and reversible direct inhibitor of thrombin. Thrombin, a serine protease, is responsible for the conversion of fibrinogen to fibrin in the coagulation cascade. Inhibition of thrombin consequently prevents thrombus development. Dabigatran inhibits free thrombin, fibrin-bound thrombin and thrombin-induced platelet aggregation."
DB06696,Arbekacin,CHEMBL426926,"Aminoglycosides, such as Arbekacin, inhibit protein synthesis in susceptible bacteria by irreversibly binding to bacterial 30S and 16S ribosomal subunits. Specifically Arbekacin binds to four nucleotides of 16S rRNA and a single amino acid of protein S12. This interferes with decoding site in the vicinity of nucleotide 1400 in 16S rRNA of 30S subunit. This region interacts with the wobble base in the anticodon of tRNA. This leads to misreading of mRNA so incorrect amino acids are inserted into the polypeptide leading to nonfunctional or toxic peptides and the breakup of polysomes into nonfunctional monosomes.
"
DB06697,Artemether,CHEMBL566534,"Involves an interaction with ferriprotoporphyrin IX (“heme”), or ferrous ions, in the acidic parasite food vacuole, which results in the generation of cytotoxic radical species. 

The generally accepted mechanism of action of peroxide antimalarials involves interaction of the peroxide-containing drug with heme, a hemoglobin degradation byproduct, derived from proteolysis of hemoglobin. This interaction is believed to result in the formation of a range of potentially toxic oxygen and carbon-centered radicals."
