Symbol	GOID	GOTerm	qualifier	CLID	name
DNAH5	GO:0036158	outer dynein arm assembly	occurs_in	CL:0002368	respiratory epithelial cell
RAPGEF6	GO:0030033	microvillus assembly	occurs_in	CL:0002563	intestinal epithelial cell
RAPGEF6	GO:0043547	positive regulation of GTPase activity	occurs_in	CL:0002563	intestinal epithelial cell
RAPGEF6	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0002563	intestinal epithelial cell
DEFB104A	GO:0042056	chemoattractant activity	results_in_movement_of	CL:0000576	monocyte
DEFB104A	GO:0050918	positive chemotaxis	results_in_movement_of	CL:0000576	monocyte
DEFB104A	GO:1904628	cellular response to phorbol 13-acetate 12-myristate	occurs_in	CL:0000082	epithelial cell of lung
SCARB1	GO:0005044	scavenger receptor activity	occurs_in	CL:0000113	mononuclear phagocyte
WDR60	GO:0060271	cilium assembly	part_of	CL:0000057	fibroblast
WDR60	GO:0060271	cilium assembly	part_of	CL:0000064	ciliated cell
FAR1	GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity	occurs_in	CL:0000057	fibroblast
TCTEX1D2	GO:0060271	cilium assembly	part_of	CL:0000064	ciliated cell
NLRP7	GO:0071222	cellular response to lipopolysaccharide	occurs_in	CL:2000001	peripheral blood mononuclear cell
NLRP7	GO:0071222	cellular response to lipopolysaccharide	occurs_in	CL:0000576	monocyte
NLRP7	GO:0071347	cellular response to interleukin-1	occurs_in	CL:2000001	peripheral blood mononuclear cell
NLRP7	GO:0071347	cellular response to interleukin-1	occurs_in	CL:0000576	monocyte
TTN	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000056	myoblast
TTN	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000056	myoblast
TTN	GO:0050714	positive regulation of protein secretion	occurs_in	CL:0000056	myoblast
TTN	GO:0050714	positive regulation of protein secretion	occurs_in	CL:0000056	myoblast
SNX19	GO:0030073	insulin secretion	occurs_in	CL:0000169	type B pancreatic cell
SNX19	GO:1990502	dense core granule maturation	occurs_in	CL:0000169	type B pancreatic cell
TSC1	GO:0016242	negative regulation of macroautophagy	occurs_in	CL:0002608	hippocampal neuron
TSC1	GO:0032007	negative regulation of TOR signaling	occurs_in	CL:0002608	hippocampal neuron
TSC1	GO:0090650	cellular response to oxygen-glucose deprivation	occurs_in	CL:0002608	hippocampal neuron
TSC1	GO:0090650	cellular response to oxygen-glucose deprivation	occurs_in	CL:0002609	neuron of cerebral cortex
TSC1	GO:1901214	regulation of neuron death	occurs_in	CL:0002608	hippocampal neuron
TSC1	GO:1901214	regulation of neuron death	occurs_in	CL:0002609	neuron of cerebral cortex
RYR2	GO:0010460	positive regulation of heart rate	occurs_in	CL:0000746	cardiac muscle cell
RYR2	GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	occurs_in	CL:0000746	cardiac muscle cell
RREB1	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000764	erythroid lineage cell
RREB1	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000764	erythroid lineage cell
RREB1	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	occurs_in	CL:0000764	erythroid lineage cell
RREB1	GO:0010634	positive regulation of epithelial cell migration	occurs_in	CL:0002327	mammary gland epithelial cell
RREB1	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	occurs_in	CL:0002327	mammary gland epithelial cell
RREB1	GO:1903691	positive regulation of wound healing, spreading of epidermal cells	occurs_in	CL:0002327	mammary gland epithelial cell
RREB1	GO:2000394	positive regulation of lamellipodium morphogenesis	occurs_in	CL:0002327	mammary gland epithelial cell
N4BP2L2	GO:1902035	positive regulation of hematopoietic stem cell proliferation	acts_on_population_of	CL:0002246	peripheral blood stem cell
N4BP2L2	GO:1902037	negative regulation of hematopoietic stem cell differentiation	acts_on_population_of	CL:0002246	peripheral blood stem cell
N4BP2L2	GO:1902037	negative regulation of hematopoietic stem cell differentiation	acts_on_population_of	CL:0002569	mesenchymal stem cell of umbilical cord
HAS2	GO:0036120	cellular response to platelet-derived growth factor stimulus	occurs_in	CL:0002620	skin fibroblast
INPP5D	GO:0005515	protein binding	occurs_in	CL:0000097	mast cell
HAS1	GO:0036120	cellular response to platelet-derived growth factor stimulus	occurs_in	CL:0002620	skin fibroblast
GATA6	GO:0110024	positive regulation of cardiac muscle myoblast proliferation	acts_on_population_of	CL:0002495	fetal cardiomyocyte
FGF13	GO:0006814	sodium ion transport	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FGF13	GO:0017080	sodium channel regulator activity	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FGF13	GO:0044325	ion channel binding	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FGF13	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0002131	regular ventricular cardiac myocyte
FGF13	GO:0098909	regulation of cardiac muscle cell action potential involved in regulation of contraction	occurs_in	CL:0002131	regular ventricular cardiac myocyte
RAB8B	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
FOXJ1	GO:0007420	brain development	occurs_in	CL:0000706	choroid plexus epithelial cell
FOXJ1	GO:0060429	epithelium development	occurs_in	CL:0000706	choroid plexus epithelial cell
FBXW7	GO:1901800	positive regulation of proteasomal protein catabolic process	occurs_in	CL:0000530	primary neuron
CCDC47	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
ADIPOR1	GO:0046426	negative regulation of JAK-STAT cascade	occurs_in	CL:0000066	epithelial cell
ADIPOR1	GO:1901223	negative regulation of NIK/NF-kappaB signaling	occurs_in	CL:0000066	epithelial cell
PTER	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
RAB3C	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
SIRT1	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002544	aortic endothelial cell
SIRT1	GO:0016567	protein ubiquitination	occurs_in	CL:0002544	aortic endothelial cell
SIRT1	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0000071	blood vessel endothelial cell
SIRT1	GO:1901984	negative regulation of protein acetylation	occurs_in	CL:0002544	aortic endothelial cell
ZNF503	GO:0008285	negative regulation of cell proliferation	occurs_in	CL:0002319	neural cell
ZNF503	GO:0070315	G1 to G0 transition involved in cell differentiation	occurs_in	CL:0002319	neural cell
DDRGK1	GO:0043066	negative regulation of apoptotic process	occurs_in	CL:0000169	type B pancreatic cell
DDRGK1	GO:1905552	positive regulation of protein localization to endoplasmic reticulum	occurs_in	CL:0000169	type B pancreatic cell
SLC45A3	GO:0010907	positive regulation of glucose metabolic process	occurs_in	CL:0000128	oligodendrocyte
SLC45A3	GO:0045723	positive regulation of fatty acid biosynthetic process	occurs_in	CL:0000136	fat cell
NLRP3	GO:0050713	negative regulation of interleukin-1 beta secretion	occurs_in	CL:0000576	monocyte
NLRP3	GO:0071222	cellular response to lipopolysaccharide	occurs_in	CL:0000576	monocyte
NEDD4L	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
NEDD4L	GO:2001288	positive regulation of caveolin-mediated endocytosis	occurs_in	CL:0002131	regular ventricular cardiac myocyte
VPS35	GO:0043653	mitochondrial fragmentation involved in apoptotic process	occurs_in	CL:0000540	neuron
VPS35	GO:0090141	positive regulation of mitochondrial fission	occurs_in	CL:0002609	neuron of cerebral cortex
VPS35	GO:1902950	regulation of dendritic spine maintenance	occurs_in	CL:0000540	neuron
VPS35	GO:1905606	regulation of presynapse assembly	occurs_in	CL:0000108	cholinergic neuron
VPS35	GO:2000331	regulation of terminal button organization	occurs_in	CL:0000540	neuron
BBS4	GO:0061512	protein localization to cilium	part_of	CL:0002586	retinal pigment epithelial cell
ERBIN	GO:0005102	receptor binding	occurs_in	CL:0011108	colon epithelial cell
ERBIN	GO:0032088	negative regulation of NF-kappaB transcription factor activity	occurs_in	CL:0011108	colon epithelial cell
ERBIN	GO:0032495	response to muramyl dipeptide	occurs_in	CL:0000576	monocyte
ERBIN	GO:0032496	response to lipopolysaccharide	occurs_in	CL:0000576	monocyte
ERBIN	GO:0071356	cellular response to tumor necrosis factor	occurs_in	CL:0000576	monocyte
NODAL	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	occurs_in	CL:0000351	trophoblast cell
MYADM	GO:0034115	negative regulation of heterotypic cell-cell adhesion	acts_on_population_of	CL:0002618	endothelial cell of umbilical vein
CEP89	GO:0005515	protein binding	part_of	CL:0002586	retinal pigment epithelial cell
CEP89	GO:1905515	non-motile cilium assembly	part_of	CL:0002586	retinal pigment epithelial cell
PPP1R16B	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0002188	glomerular endothelial cell
PPP1R16B	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	occurs_in	CL:0002188	glomerular endothelial cell
PPP1R16B	GO:0061028	establishment of endothelial barrier	occurs_in	CL:1001568	pulmonary artery endothelial cell
PPP1R16B	GO:1902309	negative regulation of peptidyl-serine dephosphorylation	occurs_in	CL:0002188	glomerular endothelial cell
PPP1R16B	GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	occurs_in	CL:0002188	glomerular endothelial cell
HBEGF	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
HBEGF	GO:0060326	cell chemotaxis	results_in_movement_of	CL:0000575	corneal epithelial cell
TCF12	GO:0008134	transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
TCF12	GO:0035326	enhancer binding	part_of	CL:0002322	embryonic stem cell
TCF12	GO:0043425	bHLH transcription factor binding	occurs_in	CL:0002322	embryonic stem cell
TCF12	GO:0046332	SMAD binding	occurs_in	CL:0002322	embryonic stem cell
PARK7	GO:0005515	protein binding	occurs_in	CL:0000031	neuroblast
PARK7	GO:0005515	protein binding	occurs_in	CL:0000540	neuron
PARK7	GO:0070491	repressing transcription factor binding	occurs_in	CL:0000031	neuroblast
PARK7	GO:1905259	negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway	occurs_in	CL:0000235	macrophage
S1PR3	GO:0005178	integrin binding	occurs_in	CL:0000115	endothelial cell
S1PR3	GO:0005178	integrin binding	occurs_in	CL:0000115	endothelial cell
S1PR3	GO:1903141	negative regulation of establishment of endothelial barrier	occurs_in	CL:0000115	endothelial cell
S1PR3	GO:1903141	negative regulation of establishment of endothelial barrier	occurs_in	CL:0000115	endothelial cell
P2RX4	GO:0043536	positive regulation of blood vessel endothelial cell migration	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
P2RX4	GO:2001028	positive regulation of endothelial cell chemotaxis	regulates_o_results_in_movement_of	CL:0002618	endothelial cell of umbilical vein
RIT2	GO:0005515	protein binding	occurs_in	CL:0000540	neuron
RIT2	GO:0007265	Ras protein signal transduction	occurs_in	CL:0000540	neuron
RIT2	GO:0030100	regulation of endocytosis	occurs_in	CL:0000540	neuron
RIT2	GO:0032507	maintenance of protein location in cell	occurs_in	CL:0000540	neuron
RIT2	GO:0035556	intracellular signal transduction	occurs_in	CL:0000540	neuron
CCL13	GO:0008360	regulation of cell shape	occurs_in	CL:0000771	eosinophil
CCL13	GO:0008360	regulation of cell shape	occurs_in	CL:0000576	monocyte
MTR	GO:0009086	methionine biosynthetic process	occurs_in	CL:0002620	skin fibroblast
MTR	GO:0009235	cobalamin metabolic process	occurs_in	CL:0002620	skin fibroblast
COL12A1	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
CCL19	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0001056	dendritic cell, human
CCL19	GO:0098586	cellular response to virus	occurs_in	CL:0001056	dendritic cell, human
MYD88	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000129	microglial cell
MYD88	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000235	macrophage
MYD88	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000235	macrophage
MYD88	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000235	macrophage
MYD88	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	occurs_in	CL:0000235	macrophage
MYD88	GO:1900017	positive regulation of cytokine production involved in inflammatory response	regulates_o_occurs_in	CL:0000235	macrophage
MYBBP1A	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
SYT3	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
GORASP1	GO:0007030	Golgi organization	occurs_in	CL:0001031	cerebellar granule cell
GORASP1	GO:0050774	negative regulation of dendrite morphogenesis	occurs_in	CL:0001031	cerebellar granule cell
CORO1B	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	occurs_in	CL:0000359	vascular associated smooth muscle cell
CORO1B	GO:0035767	endothelial cell chemotaxis	occurs_in	CL:0000115	endothelial cell
CORO1B	GO:0036120	cellular response to platelet-derived growth factor stimulus	occurs_in	CL:0000359	vascular associated smooth muscle cell
CORO1B	GO:0042060	wound healing	occurs_in	CL:0000115	endothelial cell
CORO1B	GO:0071672	negative regulation of smooth muscle cell chemotaxis	occurs_in	CL:0000359	vascular associated smooth muscle cell
SYT17	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
SYT11	GO:0001778	plasma membrane repair	occurs_in	CL:0000127	astrocyte
SYT11	GO:1900165	negative regulation of interleukin-6 secretion	occurs_in	CL:0000235	macrophage
SYT11	GO:1904468	negative regulation of tumor necrosis factor secretion	occurs_in	CL:0000235	macrophage
SYT11	GO:1905171	positive regulation of protein localization to phagocytic vesicle	occurs_in	CL:0000235	macrophage
SYT11	GO:1905171	positive regulation of protein localization to phagocytic vesicle	occurs_in	CL:0000235	macrophage
SYT11	GO:1990927	calcium ion regulated lysosome exocytosis	occurs_in	CL:0000127	astrocyte
PDCD10	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002618	endothelial cell of umbilical vein
PDCD10	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002618	endothelial cell of umbilical vein
PDCD10	GO:0045747	positive regulation of Notch signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
PDCD10	GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
PDCD10	GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
BDH2	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
VAMP8	GO:0070254	mucus secretion	occurs_in	CL:1000143	lung goblet cell
CEP250	GO:1905515	non-motile cilium assembly	part_of	CL:0002586	retinal pigment epithelial cell
MLST8	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
MLST8	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
PINK1	GO:0007005	mitochondrion organization	occurs_in	CL:0000540	neuron
PINK1	GO:0010821	regulation of mitochondrion organization	occurs_in	CL:0000700	dopaminergic neuron
PINK1	GO:0034599	cellular response to oxidative stress	occurs_in	CL:0000700	dopaminergic neuron
PINK1	GO:1903214	regulation of protein targeting to mitochondrion	occurs_in	CL:0000700	dopaminergic neuron
SHANK3	GO:0045794	negative regulation of cell volume	occurs_in	CL:0002319	neural cell
SHANK3	GO:0051968	positive regulation of synaptic transmission, glutamatergic	occurs_in	CL:0002608	hippocampal neuron
